S.N0,Rainfall Duration,Rainfall Intensity,Rainfall Accumulation,Soil Moisture,Actual Output
8310,0.480972973,0.6,0.057944996,0.075614474,0
8311,0.524216216,0.2,0.094425826,0.004109902,0
8312,0.92227027,1,0.007947317,0.052841907,0
8313,0.946810811,0.2,0.013878203,0.296753492,0
8314,0.363243243,0.6,0.055302729,0.192898233,0
8315,0.739459459,0.4,0.00278031,0.011021038,1
8316,0.968864865,1,0.001730459,0.136747209,0
8317,0.695675676,1,0.005047206,0.232499243,1
8318,0.908432432,0.8,0.002857826,0.013866648,1
8319,0.559243243,0.8,0.113186084,0.003796858,1
8320,0.816216216,0.6,0.104622911,0.004774755,1
8321,0.373297297,0.6,0.012526782,0.0105623,0
8322,0.583567568,0.8,0.000152247,0.098613801,1
8323,0.611243243,0.8,0.008830486,0.005064572,1
8324,0.84572973,1,0.032224239,0.039549958,1
8325,0.653297297,0.8,0.09299081,0.027131501,1
8326,0.859675676,0.8,0.00092397,0.002933857,1
8327,0.364324324,0.6,0.009413804,0.098008079,0
8328,0.382486486,1,0.064581415,0.000982496,1
8329,0.564864865,0.4,0.003712495,0.034275905,1
8330,0.715675676,0.4,0.086416821,0.008812062,1
8331,0.686162162,0.4,0.002913062,0.044543955,0
8332,0.704,0.6,0.220049294,0.01989094,0
8333,0.522054054,1,0.135046324,0.087429004,0
8334,0.373297297,0.4,0.033784627,0.015848079,0
8335,0.466594595,0.4,0.063246797,0.045175203,1
8336,0.421945946,0.4,0.039599564,0.037675849,0
8337,0.41772973,0.6,0.083002553,0.005983001,1
8338,0.787135135,0.2,0.001116506,0.073264123,1
8339,0.473189189,0.2,0.105435063,0.093444937,0
8340,0.359135135,0.2,0.068067954,0.005280112,0
8341,0.656540541,1,0.31838433,0.006913604,0
8342,0.715243243,1,0.049678379,0.16141756,1
8343,0.902162162,0.8,0.007831043,0.000728079,1
8344,0.361513514,0.8,0.079030217,0.004235119,0
8345,0.725837838,0.8,0.016127878,0.064188892,0
8346,0.433837838,0.4,0.000812895,0.005041515,0
8347,0.412972973,1,0.040615577,0.005535316,0
8348,0.973837838,0.6,0.035907817,0.004916353,1
8349,0.329621622,0.2,0.017967694,0.032568022,0
8350,0.375567568,0.8,0.031070368,0.009961964,1
8351,0.867135135,0.2,0.007776875,0.012824853,1
8352,0.528108108,0.8,0.009326216,0.046444376,0
8353,0.94227027,0.6,0.003504038,0.171486171,1
8354,0.254054054,0.8,0.156086103,0.014495203,0
8355,0.286486486,0.4,0.007724517,0.228318149,0
8356,0.521837838,0.4,0.010949406,0.019318485,0
8357,0.753837838,0.2,0.017700706,0.0291177,1
8358,0.932432432,0.6,0.089266756,0.014680449,0
8359,0.891567568,0.2,0.137165243,0.106031753,0
8360,0.758810811,0.8,0.067731294,0.013751809,1
8361,0.427243243,0.8,0.024512347,0.093311024,1
8362,0.279135135,1,0.025858893,0.087797868,0
8363,0.987675676,0.2,0.048908559,0.03551467,1
8364,0.26972973,0.4,0.01964974,0.033589397,0
8365,0.548540541,0.2,0.012668028,0.208550182,0
8366,0.460432432,0.4,0.059814287,0.108203198,0
8367,0.587027027,0.2,0.171196667,0.040584011,0
8368,0.618918919,0.6,0.042216116,0.030391809,1
8369,0.377405405,0.4,0.023661855,0.140934137,1
8370,0.77427027,0.6,0.34185959,0.057354783,1
8371,0.451675676,1,0.184436688,0.134700533,1
8372,0.395783784,0.4,0.131702655,0.043565722,1
8373,0.430486486,0.2,0.01431127,0.004065582,1
8374,0.565621622,0.8,0.087408791,0.01462345,1
8375,0.714378378,0.4,0.020322085,0.101812735,1
8376,0.661513514,0.8,0.051633355,0.034342553,0
8377,0.713945946,0.2,0.120077609,0.1162446,1
8378,0.909945946,0.2,0.026213841,0.034512875,1
8379,0.431351351,0.4,0.001463517,0.078947882,1
8380,0.298918919,0.8,0.043204929,0.11992561,1
8381,0.894702703,0.8,0.023481248,0.624460365,1
8382,0.876972973,1,0.106076355,0.079381992,1
8383,0.615135135,0.6,0.003714955,0.005535316,1
8384,0.760540541,1,0.019781006,0.033427882,1
8385,0.310378378,0.2,0.049415197,0.043829958,1
8386,0.238162162,0.4,0.047204651,0.006105863,1
8387,0.297621622,0.2,0.00937138,0.017943394,1
8388,0.827891892,0.8,0.001691561,0.11634676,0
8389,0.931459459,1,0.070846268,0.003569201,0
8390,0.605081081,1,0.017921138,0.014893408,1
8391,0.467135135,0.6,0.016706972,0.058453633,0
8392,0.631567568,0.6,0.070144216,0.001416774,0
8393,0.641945946,0.6,0.046433114,0.014859635,1
8394,0.317081081,0.4,0.061764853,0.242445161,0
8395,0.495135135,0.8,0.017905356,0.058670126,0
8396,0.598918919,0.6,0.012763182,0.154684712,0
8397,0.696324324,0.8,0.019978138,0.01465986,1
8398,0.455783784,0.6,0.002937802,0.013282412,0
8399,0.736864865,0.8,0.034314983,0.054899523,1
8400,0.860972973,0.2,0.218375835,0.086541767,1
8401,0.795891892,0.2,0.021666125,0.028414811,1
8402,0.634054054,0.6,0.222450984,0.000982496,0
8403,0.752,0.2,0.119492295,0.032681459,1
8404,0.867135135,0.4,0.175710035,0.173448808,1
8405,0.450378378,0.8,0.053402061,0.004483927,0
8406,0.768540541,0.4,0.068711938,0.011422609,0
8407,0.881297297,0.8,0.003930746,0.158683254,1
8408,0.655675676,1,0.061028036,0.046530098,0
8409,0.463135135,1,0.00728472,0.015771557,1
8410,0.567567568,0.8,0.010572271,0.102139299,1
8411,0.84972973,1,0.006466859,0.014986143,1
8412,0.575891892,0.6,0.003459339,0.026145189,0
8413,0.646810811,0.6,0.007890503,0.058207293,1
8414,0.944540541,0.8,0.004435574,0.054286003,1
8415,0.804,0.8,0.005469968,0.055951921,1
8416,0.250162162,0.4,0.004190308,0.108515961,1
8417,0.382594595,0.4,0.01876476,0.023248808,1
8418,0.695567568,1,0.033008541,0.000285778,1
8419,0.455351351,1,0.024681257,0.274029846,0
8420,0.977945946,0.8,0.038716209,0.000828836,1
8421,0.617081081,0.8,0.012754874,0.020245442,1
8422,0.471675676,1,0.054496101,0.018467433,1
8423,0.970162162,0.6,0.005005152,0.037933913,0
8424,0.693945946,0.4,0.08549443,0.006307209,1
8425,0.819783784,0.8,0.004228323,0.059904123,1
8426,0.930810811,1,0.063663433,0.044362076,1
8427,0.998594595,0.6,0.004011604,0.130262384,1
8428,0.579675676,0.4,0.027419514,0.005038597,0
8429,0.695783784,0.2,0.00190169,0.08370575,1
8430,0.624864865,0.8,0.013826077,0.091325217,0
8431,0.364324324,0.6,0.009413804,0.098008079,0
8432,0.672540541,0.4,0.031285787,0.081895203,1
8433,0.899351351,0.2,0.006826866,0.085226816,0
8434,0.287783784,0.4,0.012604066,0.004995231,0
8435,0.239675676,0.2,0.000636883,0.314557195,0
8436,0.656864865,1,0.043101931,0.002792931,0
8437,0.536756757,0.6,0.029268984,0.020880505,0
8438,0.463135135,0.4,0.004842183,0.010359215,1
8439,0.761513514,0.4,0.027435249,0.029040673,1
8440,0.390702703,0.6,0.006038247,0.192898233,1
8441,0.585837838,1,0.127982501,0.03733554,0
8442,0.686486486,1,0.044279289,0.127977616,1
8443,0.996324324,0.2,0.169860611,0.080855091,0
8444,0.547675676,0.4,0.20815958,0.092123815,0
8445,0.218810811,1,0.000166682,0.016933969,0
8446,0.995027027,0.2,0.064353556,0.167418682,0
8447,0.977837838,0.8,0.009838377,0.032330323,1
8448,0.764540541,0.2,0.029677636,0.019949004,1
8449,0.712540541,0.8,0.070510815,0.001232763,0
8450,0.305081081,1,0.015896677,0.01253094,1
8451,0.358918919,0.4,0.011171509,0.007021487,0
8452,0.816,1,0.025292239,0.011588107,0
8453,0.359351351,0.6,0.013846825,0.224541655,0
8454,0.632540541,0.2,0.045422577,0.012440954,0
8455,0.676,1,0.014233661,0.017474165,1
8456,0.742054054,1,0.014232687,0.11165784,1
8457,0.693837838,0.4,0.02609042,0.049461767,0
8458,0.477621622,0.6,0.125976467,0.087290771,0
8459,0.623135135,0.4,0.032800641,0.058806844,1
8460,0.99427027,0.4,0.003284673,0.01493554,1
8461,0.763783784,0.8,0.080050176,0.157646676,1
8462,0.506054054,1,0.000685759,0.187233324,1
8463,0.832432432,1,0.086545999,0.007021487,1
8464,0.851243243,0.2,0.013150529,0.005170379,1
8465,0.526486486,0.4,0.007893799,0.004085835,1
8466,0.658486486,0.8,0.00630932,0.003980701,0
8467,0.314054054,0.6,0.005182371,0.004548948,0
8468,0.754702703,1,0.007399694,0.032459411,1
8469,0.631135135,0.8,0.113534163,0.020054586,0
8470,0.830054054,0.6,0.067064519,0.045744853,1
8471,0.62,0.2,0.088436595,0.057719663,0
8472,0.729945946,0.2,0.030563405,0.116038036,1
8473,0.449297297,0.6,0.019471175,0.032982048,1
8474,0.947783784,0.4,0.094003388,0.198311809,0
8475,0.502486486,0.4,0.008696574,0.144943731,0
8476,0.773189189,1,0.018604391,0.067636971,0
8477,0.606486486,0.6,0.055792425,0.022366003,1
8478,0.720864865,0.8,0.011677451,0.085769032,1
8479,0.911675676,0.8,0.107657399,0.032221318,1
8480,0.936,0.4,2.27E-05,0.072757924,1
8481,0.298594595,0.8,0.022531238,0.046444376,0
8482,0.262378378,0.2,0.039895423,0.080255652,1
8483,0.336648649,0.2,0.047287969,0.076550743,0
8484,0.613513514,0.4,0.12135337,0.249396241,0
8485,0.454918919,0.8,1.67E-05,0.02892202,1
8486,0.708216216,0.6,0.080371055,0.115995344,1
8487,0.887135135,0.4,0.019155449,0.013231697,0
8488,0.96227027,0.6,0.171475028,0.099521403,1
8489,0.504,0.6,0.006896816,0.106887966,0
8490,0.859459459,0.2,0.140988767,0.01147439,0
8491,0.355135135,0.2,0.004957157,0.170469677,0
8492,0.217081081,0.4,0.060470201,0.141102553,1
8493,0.857621622,0.2,0.004505059,0.004109902,1
8494,0.566162162,0.8,0.016904567,0.004109902,0
8495,0.723459459,0.2,0.03371593,0.026257391,0
8496,0.321945946,0.8,0.010892778,0.006434783,0
8497,0.472648649,0.6,0.060508076,0.033650827,0
8498,0.619027027,1,0.022058067,0.085800785,1
8499,0.48227027,0.2,0.011362421,0.002906872,0
8500,0.234918919,1,0.049680978,0.010846452,0
8501,0.989513514,0.6,0.225941422,0.020124151,0
8502,0.691891892,1,0.016035462,0.006999046,1
8503,0.727459459,0.8,0.016567258,0.027081627,1
8504,0.378162162,0.2,0.003550455,0.078055652,1
8505,0.44,0.8,0.020637672,0.002687237,0
8506,0.817081081,1,0.163309785,0.03499641,1
8507,0.520324324,0.4,0.141593112,0.204074558,0
8508,0.913081081,0.8,0.023758541,0.012852847,1
8509,0.674918919,0.6,0.23911827,0.184117644,0
8510,0.778702703,0.4,0.008052312,0.004173801,1
8511,0.478702703,0.2,0.0124566,0.048219187,1
8512,0.614162162,0.8,0.142587588,0.112047181,1
8513,0.725513514,0.8,0.051452144,0.015411781,0
8514,0.435459459,1,0.038955347,0.030491781,1
8515,0.603243243,0.8,0.153680514,0.062817055,1
8516,0.904648649,0.2,0.04301179,0.078972959,1
8517,0.676432432,0.2,0.015917657,0.049890715,0
8518,0.610486486,1,0.212908745,0.070034614,1
8519,0.696972973,0.6,0.058149044,0.00858805,0
8520,0.775351351,1,0.005284395,0.207911529,0
8521,0.56627027,0.4,0.076455162,0.086137616,0
8522,0.976648649,0.6,0.084730737,0.050135091,1
8523,0.993945946,0.6,0.007122401,0.167401739,1
8524,0.44,0.4,0.004168817,0.159181038,0
8525,0.231243243,0.8,1.67E-05,0.048219187,0
8526,0.598918919,0.6,0.007150204,0.132176606,0
8527,0.461405405,0.4,0.039895423,0.230879832,1
8528,0.755135135,0.4,0.095130059,0.112455989,0
8529,0.846378378,1,0.036411066,0.006010491,1
8530,0.589513514,0.2,0.023742573,0.003753324,0
8531,0.705405405,1,0.090516292,0.001276129,1
8532,0.457405405,0.2,0.000684924,0.249396241,1
8533,0.368540541,0.2,0.002246147,0.046645778,0
8534,0.891243243,0.6,0.009560156,0.169896157,1
8535,0.838054054,0.6,0.035371844,0.270802188,1
8536,0.932432432,1,0.016207436,0.080369481,0
8537,0.973405405,0.8,0.000396769,0.014862328,1
8538,0.487135135,0.2,0.025306489,0.025434053,0
8539,0.415567568,1,0.039549573,0.036836802,1
8540,0.957837838,0.4,0.040302961,0.093311024,1
8541,0.839135135,0.4,0.006539779,0.153230463,1
8542,0.608972973,0.8,0.011509933,0.127630407,1
8543,0.861513514,0.2,0.043313544,0.015086788,1
8544,0.626810811,0.4,0.017743966,0.016434446,1
8545,0.617945946,0.8,0.278474564,0.017524151,0
8546,0.884864865,1,0.016649647,0.10333195,1
8547,0.397621622,1,0.184436688,0.004713043,1
8548,0.711783784,0.2,0.001319207,0.100652286,0
8549,0.538702703,0.2,0.06222656,0.198846396,1
8550,0.292,0.8,0.011523348,0.124237868,0
8551,0.800648649,0.2,0.014577377,0.001416774,1
8552,0.870702703,1,0.104837031,0.025891893,1
8553,0.944972973,1,0.02239287,0.020112426,1
8554,0.949513514,0.4,0.014171602,0.043608583,0
8555,0.754918919,0.2,0.022095061,0.015521122,1
8556,0.458810811,1,0.006275483,0.350098233,0
8557,0.897297297,0.8,0.013249489,0.003188275,0
8558,0.577513514,0.4,0.018985704,0.059416662,0
8559,0.721081081,1,0.129205162,0.278232146,1
8560,0.994702703,0.4,0.006074731,0.083672426,1
8561,0.660972973,0.2,0.012662876,0.020537111,0
8562,0.684432432,1,0.097365113,0.015818794,1
8563,0.437081081,0.8,0.026946017,0.03926878,0
8564,0.986162162,1,0.002011975,0.06050345,1
8565,0.984432432,0.8,0.157993177,0.007256886,1
8566,0.67027027,0.6,0.010774508,0.009139804,1
8567,0.639459459,0.6,0.013962542,0.071412118,1
8568,0.452,1,0.086278778,0.108932567,1
8569,0.289513514,0.4,0.003497354,0.082551697,1
8570,0.750702703,0.8,0.075560342,0.000755568,0
8571,0.662486486,0.2,0.03435829,0.015133352,0
8572,0.318486486,0.2,0.172549527,0.182593661,0
8573,0.615567568,0.6,0.05996774,0.024617111,1
8574,0.657837838,1,0.005575891,0.098166396,0
8575,0.932756757,0.6,0.006940262,0.00479439,0
8576,0.473513514,1,0.028153778,0.004418738,0
8577,0.542162162,0.2,0.222450984,0.035615764,0
8578,0.681081081,0.2,0.055965605,0.285072258,1
8579,0.284324324,1,0.000851513,0.002630631,0
8580,0.695027027,0.4,0.20815958,0.00503136,1
8581,0.273513514,0.6,0.048294142,0.004995231,0
8582,0.852432432,1,0.070373004,0.000782384,1
8583,0.932540541,0.6,0.002148301,0.075940421,0
8584,0.622054054,0.6,0.014492434,0.036936662,0
8585,0.373621622,0.8,0.006114881,0.470839776,1
8586,0.569513514,1,0.200877785,0.121695484,0
8587,0.629837838,1,0.005002089,0.110862833,0
8588,0.609837838,0.4,0.007122401,0.004548948,0
8589,0.512432432,0.4,0.017244198,0.052809425,0
8590,0.946594595,1,0.056097753,0.062337728,0
8591,0.866594595,0.8,0.03756373,0.011607686,1
8592,0.610486486,0.6,0.089783559,0.020627826,0
8593,0.711027027,0.2,0.021381777,0.030491781,1
8594,0.616216216,0.2,0.234775343,0.054486003,0
8595,0.579351351,0.4,0.003961613,0.005041515,1
8596,0.42627027,0.6,0.04860583,0.026146648,0
8597,0.639135135,0.8,0.121708596,0.019011501,0
8598,0.530486486,0.2,0.032128388,0.328955736,0
8599,0.634810811,0.2,0.008267453,0.036732511,1
8600,0.736756757,0.6,0.008357919,0.004109902,1
8601,0.351891892,0.6,0.113317861,0.027661094,0
8602,0.375459459,1,0.07748264,0.012150463,0
8603,0.879027027,0.8,0.039064612,0.010752651,1
8604,0.26627027,0.4,0.002446435,0.015771557,0
8605,0.555675676,0.2,0.215668121,0.004085835,0
8606,0.814810811,0.2,0.002639064,0.142433941,1
8607,0.870486486,0.8,0.010356944,0.046265133,1
8608,0.604864865,0.4,0.043314055,0.059241851,1
8609,0.586918919,1,0.116517313,0.07954244,0
8610,0.542810811,1,0.00749638,0.073187377,0
8611,0.225189189,1,0.03898148,0.084779074,0
8612,0.985513514,1,0.018353184,0.047471473,1
8613,0.760108108,1,0.008240856,0.005170379,1
8614,0.981405405,0.6,0.050091441,0.006038654,1
8615,0.823567568,0.6,0.014238257,0.003378457,0
8616,0.931459459,1,0.042643335,0.021900926,0
8617,0.506054054,0.4,0.228842091,0.274029846,0
8618,0.467135135,0.2,0.010700334,0.221641515,0
8619,0.573189189,0.2,0.024734543,0.007092735,0
8620,0.544108108,0.8,0.009334571,0.003520842,0
8621,0.314162162,0.6,0.099231341,0.021635231,1
8622,0.980648649,0.8,0.008623608,0.021729313,1
8623,0.329405405,1,0.004650715,0.01018878,1
8624,0.699891892,1,0.061356851,0.032459411,0
8625,0.627783784,1,0.508681489,0.192684769,1
8626,0.619567568,0.4,0.594031703,0.154268163,1
8627,0.700756757,0.2,1.95E-05,0.001642861,1
8628,0.910918919,1,0.008470711,0.135920393,1
8629,0.339243243,0.6,0.060856108,0.03087338,0
8630,0.640540541,0.6,0.00563122,0.011377896,1
8631,0.659567568,0.8,0.004368223,0.010020252,1
8632,0.829297297,0.8,0.00042643,0.099070743,1
8633,0.419891892,0.2,0.002063498,0.050135091,0
8634,0.895351351,0.6,0.155295395,0.061542048,0
8635,0.633837838,1,0.104151411,0.067173464,1
8636,0.760972973,0.6,0.027460221,0.140792034,1
8637,0.785621622,0.4,0.007700798,0.000463899,1
8638,0.530486486,0.8,0.000170256,0.078167686,0
8639,0.871783784,0.8,0.063871472,0.038616606,1
8640,0.631783784,1,0.026659163,0.024589846,0
8641,0.752540541,0.4,0.027745405,0.011422609,1
8642,0.409513514,0.8,0.011152432,0.098101487,1
8643,0.611351351,0.2,0.060856108,0.005684769,0
8644,0.853297297,1,0.02577293,0.013057728,1
8645,0.898054054,1,0.017015271,0.125249593,0
8646,0.34572973,1,0.039692583,0.002714783,0
8647,0.960108108,1,0.164843622,0.029422889,1
8648,0.922594595,0.8,0.004085035,0.270024741,1
8649,0.951675676,0.6,0.077543678,0.000703058,1
8650,0.6,0.8,0.008060295,0.158247349,0
8651,0.319351351,0.8,0.021247818,0.012064292,0
8652,0.522054054,1,0.013269077,0.014810827,1
8653,0.64227027,0.8,0.00267513,0.10333195,0
8654,0.756648649,0.8,0.026562709,0.01760331,0
8655,0.45772973,0.8,0.064901225,0.002809762,0
8656,0.346378378,0.4,0.002324731,0.02743899,0
8657,0.247243243,1,0.175710035,0.045576942,1
8658,0.899027027,1,0.13911386,0.017500533,1
8659,0.795459459,0.4,0.034576402,0.018622328,0
8660,0.375675676,1,0.000710546,0.002635905,0
8661,0.90972973,0.2,0.009552312,0.00219798,1
8662,0.279891892,0.6,0.092152107,0.027232146,0
8663,0.509081081,0.6,0.153131405,0.290834502,0
8664,0.840756757,0.2,0.181825566,0.001973128,1
8665,0.28,0.8,0.001666821,0.162171164,1
8666,0.675351351,0.2,0.015773348,0.000954839,1
8667,0.824540541,0.8,0.119923041,0.028909229,0
8668,0.652972973,0.4,0.067571992,0.112603703,0
8669,0.448864865,0.6,0.028507009,0.064616718,0
8670,0.966594595,0.2,0.184436688,0.00626547,1
8671,0.729081081,0.6,0.050319022,0.182593661,1
8672,0.985513514,0.8,0.025375975,0.011348724,0
8673,0.690162162,0.2,0.029710221,0.048442693,1
8674,0.657837838,0.2,0.063242481,0.044362076,1
8675,0.627135135,0.6,0.090432417,0.011804656,1
8676,0.437621622,0.8,0.007729391,0.010359215,1
8677,0.923351351,0.2,0.010712867,0.000644208,1
8678,0.799135135,1,0.013550687,0.208550182,0
8679,0.437621622,0.8,0.008943975,0.024169257,1
8680,0.769405405,0.4,0.196092926,0.009121122,1
8681,0.493189189,1,0.03674081,0.188651837,0
8682,0.578054054,1,0.284131452,0.000982496,0
8683,0.592648649,0.4,0.030829976,0.016013857,1
8684,0.770594595,0.4,0.084237468,0.010885722,0
8685,0.904864865,0.8,0.120165336,0.004194109,1
8686,0.539783784,0.6,0.002462681,0.087290771,0
8687,0.683027027,0.8,0.01160402,0.004394951,1
8688,0.44,0.2,0.195093251,0.031497447,0
8689,0.304432432,0.6,0.058652386,0.000828836,0
8690,0.311243243,0.2,0.015241831,0.133206508,0
8691,0.223891892,1,0.007221918,0.092449425,0
8692,0.987675676,0.8,0.001530217,0.01463798,1
8693,0.963135135,0.2,0.004688916,0.524713043,0
8694,0.731027027,0.2,0.011179818,0.067704292,1
8695,0.835027027,0.8,0.245526875,0.048584236,1
8696,0.252972973,1,0.031163015,0.134700533,0
8697,0.635459459,0.6,0.078662505,0.000661431,1
8698,0.646702703,0.6,0.095425455,0.007181206,1
8699,0.223891892,1,0.007221918,0.092449425,0
8700,0.734486486,0.8,0.023878342,0.036936662,1
8701,0.668756757,0.4,0.061139018,0.002175316,1
8702,0.946810811,1,0.020076495,0.004479158,0
8703,0.677189189,0.8,0.000999025,0.158620309,0
8704,0.225405405,0.6,0.003723357,0.086135933,0
8705,0.655459459,0.8,0.020122586,0.161545414,1
8706,0.467243243,0.2,0.00563122,0.230005049,0
8707,0.927027027,0.8,0.030727534,0.104559102,1
8708,0.400540541,0.6,0.078947503,0.022885273,0
8709,0.598378378,0.6,0.047204651,0.585426367,0
8710,0.458486486,0.2,0.02510894,0.039895428,1
8711,0.694162162,0.2,0.104959385,0.031635568,0
8712,0.737837838,0.8,0.006246844,0.215632595,1
8713,0.817513514,0.8,0.062262347,0.007891052,1
8714,0.932972973,0.4,0.036201866,0.090655203,0
8715,0.449297297,0.2,0.009946714,0.03177122,0
8716,0.821513514,0.2,0.047332111,0.006021543,1
8717,0.256972973,0.4,0.003227906,0.034419467,0
8718,0.388972973,0.6,0.050517592,0.167418682,0
8719,0.476540541,0.4,0.006581554,0.066818233,0
8720,0.577513514,0.6,0.018934738,0.019318485,1
8721,0.748972973,1,0.229410045,0.024320224,1
8722,0.738702703,0.6,0.010564798,0.033746087,0
8723,0.597081081,0.4,0.00240958,0.10609756,1
8724,0.626702703,0.4,0.01601425,0.004995231,1
8725,0.338918919,0.6,0.041505338,0.003753324,0
8726,0.731351351,0.4,0.008251485,0.095337167,0
8727,0.681945946,1,0.200408002,0.078947882,1
8728,0.979027027,0.6,0.084678936,0.089434895,1
8729,0.780648649,0.8,0.0204009,0.060645105,0
8730,0.618918919,1,0.100838795,0.151605778,1
8731,0.240432432,0.4,0.042873793,0.058134025,0
8732,0.641081081,0.6,0.005593112,0.069574642,1
8733,0.488648649,0.8,0.003667053,0.007604376,1
8734,0.797081081,1,0.010653175,0.020368976,0
8735,0.949189189,0.2,0.085420535,0.003188275,1
8736,0.232972973,0.6,0.004402479,0.0735531,0
8737,0.615567568,0.4,0.043121565,0.01482547,1
8738,0.468540541,1,0.090578908,0.05837021,0
8739,0.399891892,0.2,0.001963934,0.235272931,0
8740,0.478162162,0.6,0.182289872,0.004937335,0
8741,0.634054054,1,0.048363164,0.042462216,0
8742,0.369621622,0.2,0.039053426,0.011811725,0
8743,0.436756757,0.8,0.015402293,0.019137616,1
8744,0.895351351,0.4,0.013669746,0.224541655,1
8745,0.461405405,0.6,0.021631916,0.034011445,1
8746,0.858054054,1,0.150790707,0.010637083,0
8747,0.918810811,0.8,0.044488628,0.041213352,0
8748,0.892432432,0.8,0.069357779,0.100172062,1
8749,0.714162162,0.6,0.010106294,0.007671529,1
8750,0.561189189,0.8,0.015871472,0.020135989,0
8751,0.549405405,0.4,0.006656006,0.009121122,1
8752,0.331891892,1,0.006561084,0.058806844,0
8753,0.967243243,0.4,0.173351049,0.012064292,0
8754,0.783135135,0.8,0.01614287,0.151992651,0
8755,0.514054054,0.8,0.004323756,0.076706704,0
8756,0.739567568,0.6,0.004815726,0.011606452,1
8757,0.980756757,0.2,0.007587542,0.115948668,1
8758,0.898594595,0.2,0.466873329,0.099070743,1
8759,0.651351351,0.8,0.071692351,0.015682188,1
8760,0.411135135,1,0.003550455,0.268863058,0
8761,0.492432432,0.4,0.041396444,0.182336942,0
8762,0.530486486,0.4,0.007988767,0.099990014,1
8763,0.246486486,0.8,0.00068186,0.113616494,0
8764,0.939675676,0.4,0.030083828,0.02329913,1
8765,0.92,0.6,0.096007148,0.000184011,1
8766,0.935135135,0.8,0.015444486,0.058670126,0
8767,0.636432432,0.8,0.075424109,0.011891052,0
8768,0.400540541,0.6,0.014644124,0.062083647,0
8769,0.862918919,0.2,0.016926801,0.028250603,1
8770,0.606486486,1,0.092824777,0.074639663,1
8771,0.311027027,0.6,0.127616552,0.011422609,0
8772,0.761837838,0.8,0.026952284,0.018467433,0
8773,0.74172973,0.4,0.280820321,0.030028555,1
8774,0.344972973,1,0.000812895,0.136997139,1
8775,0.446486486,0.6,0.068005245,0.108547153,1
8776,0.813945946,0.4,0.026174527,0.033785133,1
8777,0.939459459,0.6,0.204409766,0.012699243,1
8778,0.539783784,0.6,0.08684715,0.023000954,0
8779,0.717081081,0.2,0.114645934,0.040895316,0
8780,0.836,0.8,0.020888832,0.055131837,0
8781,0.548648649,1,0.009105273,0.004490042,0
8782,0.384,0.2,0.063610518,0.028248359,0
8783,0.304432432,1,0.035320553,0.048169986,0
8784,0.573837838,0.2,0.007867991,0.121877756,1
8785,0.758378378,0.2,0.334126578,0.008704123,1
8786,0.825945946,0.2,0.002332482,0.023979579,0
8787,0.454918919,0.4,0.006870637,0.010289762,0
8788,0.876324324,1,0.037232176,0.232499243,1
8789,0.776108108,1,0.244365763,0.020536774,0
8790,0.937405405,0.4,0.018572178,0.00073223,0
8791,0.617621622,1,0.00894741,0.037675849,1
8792,0.846810811,1,0.047755895,0.297878149,1
8793,0.986702703,0.6,0.287255059,0.035678766,0
8794,0.621513514,0.4,0.007994476,0.040436185,0
8795,0.564864865,0.8,0.002493455,0.135620477,0
8796,0.655675676,0.8,0.002902107,0.062296494,0
8797,0.633081081,0.2,0.015753713,0.021021374,0
8798,0.599459459,0.2,0.273663433,0.091129481,1
8799,0.410918919,0.2,0.139748793,0.02584791,0
8800,0.374594595,0.6,0.200347521,0.033808583,1
8801,0.600324324,0.8,0.022576959,0.03551467,1
8802,0.406486486,0.6,0.011820368,0.018467433,1
8803,0.369621622,0.4,0.001005245,0.035217447,0
8804,0.620540541,0.4,0.211647234,0.135396353,0
8805,0.851783784,1,0.079983615,0.000671978,1
8806,0.327459459,1,0.013406238,0.137750463,0
8807,0.881621622,0.2,0.036940633,0.339410547,0
8808,0.477837838,1,0.16732357,0.01253094,0
8809,0.957405405,0.8,0.080361911,0.112574081,0
8810,0.388216216,0.2,0.00896839,0.094742272,0
8811,0.475351351,0.8,0.033522326,0.066914222,0
8812,0.298702703,0.6,0.000982222,0.003539355,0
8813,0.271243243,0.4,0.26265169,0.109653913,0
8814,0.374594595,0.8,0.158639946,0.011422609,0
8815,0.668864865,1,0.018309367,0.051192651,0
8816,0.624108108,1,0.08280932,0.378527742,0
8817,0.701405405,0.6,0.003181211,0.003088359,0
8818,0.754702703,0.8,0.100659859,0.01351237,1
8819,0.79027027,0.6,0.000152247,0.004017279,1
8820,0.244972973,0.6,0.094819857,0.004254362,0
8821,0.570162162,0.6,0.124497586,0.088957083,0
8822,0.217405405,0.2,0.007587542,0.153077588,1
8823,0.973189189,0.4,0.004689983,0.03939237,1
8824,0.993621622,0.6,0.068142778,0.010289762,0
8825,0.228540541,0.4,0.004851699,0.038801795,0
8826,0.714918919,0.4,0.04804015,0.004937728,0
8827,0.903567568,0.4,0.003648069,0.03733554,1
8828,0.985405405,0.6,0.056529382,0.045000281,1
8829,0.339459459,0.6,0.082524322,0.004181094,0
8830,0.913837838,0.4,0.010955672,0.070226928,1
8831,0.594810811,1,0.149562616,0.017133015,1
8832,0.720216216,0.2,0.002593065,0.016873941,1
8833,0.56,0.6,0.006888043,0.119934923,0
8834,0.799027027,0.4,0.01964974,0.05947237,0
8835,0.468108108,0.4,0.018578676,0.101405386,0
